,Sentence,Emotion
7199,Being criticized by teacher in public.,shame
7200,Shouting at my parents because I was angry about something else.,guilty
7201,Going to see a good film with my best friend.,joy
7202,Suddenly found out that I was the lasr one to leave the anatomy á room.,fear
7203,Some boys deliberately played tricks on me in the experiments. ,anger
7204,Iqam chosen for your lecture and my best friend is not. Now he is á angry with me and I cannot help him.,sadness
7205,Listening to my roommate boasting about her new clothes.,digust
7206,China not winning more gold medals in the Asian Olympics.,shame
7207,Not being able to help my friend to study English.,guilty
7208,Being elected as class leader.,joy
7209,Walking in the dark I saw something strange.,fear
7210,Your prejudice against psychology students and education students á (not allowing us to go to the medical university lectures).,anger
7211,A friend's brother died.,sadness
7212,A wurm dropped on my head.,digust
7213,Not doing well in an examn which was easy.,shame
7214,Wrongly accused a classmate.,guilty
7215,Getting into this university to do medicine.,joy
7216,First time in anatomy.,fear
7217,Being insulted in public for the wrong reason.,anger
7218,Not being chosen for the English lectures (my girl-friend á chosen).,sadness
7219,My roommate messing up our room.,digust
7220,Not doing well in examns which I should do well (English examns).,shame
7221,Heard that my girl-friend was chosen for the English lectures and á I was not. I lost my temper and she is very upset now.,guilty
7222,Success in university entrance examination.,joy
7223,I helped someone to do something and was found out.,fear
7224,Misunderstood by friends.,anger
7225,My mother was ill and my father was not at home.,sadness
7226,My roommate being nice to a party leader in order to get into the á party.,digust
7227,China not doing well in the Asian Olympic games.,shame
7228,Not collecting letters for my friend al I promised.,guilty
7229,Doing well in an examn.,joy
7230,Before the examn.,fear
7231,Some foreign students playing loud music before the biology á examn.,anger
7232,Finding out that the girl I like does not like me.,sadness
7233,Saw two Canadian students boasting about how rich they are in á Canada.,digust
7234,Finding out that China does not have enough foreign currency to á buy books.,shame
7235,Calling lecturers nicknames when talking to housemen (They told á ne you are even younger than they are so you should not be giving á public lectures).,guilty
7236,Had a letter from my father (usually he does not write to me).,joy
7237,Being alone in the room at night.,fear
7238,Quarreling with classmates.,anger
7239,My father told me in the letter that my mother is ill.,sadness
7240,My roommate talking and shaking her bed at night.,digust
7241,Finding out that I was deceived by my friend.,shame
7242,A friend came to visit me and I was not there.,guilty
7243,Finding out my name on the list for English lectures.,joy
7244,Walking out from the biology building.,fear
7245,Someone told me that I was chosen for English lectures because á the class leader is going out with me (not true).,anger
7246,My sister bkoke her leg.,sadness
7247,Some boys boasting about their ability to tell dirty jokes.,digust
7248,Finding out China is backward in science.,shame
7249,"When some housemen told me a young girl like you should not be á allowed to lecture to consultants, I was too shy to argue against á them.",guilty
7250,Made a wonderful driend who understands me.,joy
7251,Being chased in the dark by someone I did not know.,fear
7252,My best friend betrayed me and told other people my secrets.,anger
7253,Disappointed by a friend.,sadness
7254,Finding out some people had been talking about me at my back. ,digust
7255,Being sexually assulted in public.,shame
7256,I did not reply to my friend's letter in time. ,guilty
7257,Watching China winning the Asian Olympic games.,joy
7258,Suddenly met someone in the biology building at night.,fear
7259,Being insulted by my roommate.,anger
7260,Not getting an airplane ticket fot my mother.,guilty
7261,Talking with a nice girl.,joy
7262,Talking about snakes.,fear
7263,People not resprcting my opinion.,anger
7264,Lost my girl-friend.,sadness
7265,Talking to someone I disliked.,digust
7266,Criticized by a teacher in public.,shame
7267,Not being able to help my friend.,guilty
7268,Getting a letter from a friend who did not write for a long time.,joy
7269,Staying in a relative's house which was broken in before.,fear
7270,Being insulted on a bus.,anger
7271,Insulted by my mother.,sadness
7272,A relative not acting on her promise.,digust
7273,First time going out with a boy and other people laughed at us.,shame
7274,A friend wanted to give me a surprise into my room and I thought á she was stealing from the room.,guilty
7275,Being asked to go out by someone I care. ,joy
7276,Before an important examn.,fear
7277,My parents do not like my friend and told me to stay away from á him.,anger
7278,My friend not allowed to go to the English lectures.,sadness
7279,Postgraduate students talking about girls stupid.,digust
7280,Ctiticized by teachers in public.,shame
7281,My friend did not do well in the examn because I did not help á him.,guilty
7282,"I went on a picnic to the country side park.  The beautiful á scenary made me feel relaxed and every worry disappeared , thus á the picnic was worthwhile.",joy
7283,I am afraid of my academic results as I will face several á problems.  I am scared of my limitations and the unlimited á problems and I do not know how to cope with them.,fear
7284,"I quarrelled with my brothers (twins) at home on saturday.  One á of them studies in a private school and the other one is á repeating his form five.  They do not know what they are doing.  á They follow every word of their teachers, books and systems.  á They always try to rationalize their bad acts by some game and á they are satisfied with their awkward life.  I have tried to á persuade them very often but have failed.  This time I had a á fight as they have no voluntary spirit (they did not polish the á floor).",anger
7285,I have been thinking of changing my major for a few months.  My á original major was Chinese language and it blocks my way.  I have á to face many problems at the sametime and I do not know what is á real and virtuous.  I do not know if I am not interested in á Chinese or if there are other factors which make me sad.  I am á not very clear on what I can do for the study of Communication á and Journalism.  I am not clear about what I can do.  What are á the limitations ?   I hesitate but I feel more adjusted now.,sadness
7286,I had been forced to get together with strange and disgusting á classmates.  The things they talked about disgusted me and made á me feel ill at ease.  I knew that I would feel unhappy if I á stayed there but I was defeated by the social norms.,digust
7287,"I had obviously done the work badly but my class-mates of the á student's association did not blame me, they helped me do the á work.",shame
7288,I had not done my assignment seriously.  I only pretended to á finish the work as the work did not have any meaning for me.  The á whole thing made me feel guilty.,guilty
7289,I preached to a F.3 students in a gospel camp.  They thus knew á more about God and made up their minds to believe in Jesus.,joy
7290,When the doctor told me that there was something wrong with my á eye and I had to undergo an operation.,fear
7291,I had left a student newspaper of the Chinese university on the á table of the library.  It had disappeared when I came back.,anger
7292,"One of my class-mates had a disease unexpectedly, he had been in á a coma for six days in a hospital before he died.",sadness
7293,"Someone, who was sitting very close to me, was smoknig in the á compartment of an air conditioned mini-bus.",digust
7294,"In the compartment of a public transport railway, I did not give á my seat to an old man who was standing near me.  It was another á teenager who did so.",shame
7295,One saturday night I did some meaningless work and went to bed á very late.  Next morning I had was very sleepy so I continued á sleeping even though I had work to do and I missed the Sunday á service.,guilty
7296,When I attended the concert of a pop singer.,joy
7297,I was afraid that I would fail an examination.,fear
7298,I had too much homework and examinations and I did not know how á to organize my work.,anger
7299,When I forgot the lyrics during a song contest.,sadness
7300,Because of the examination I had to study night and day.,digust
7301,I did badly in the mid term examination.,shame
7302,The results of the mid term examinations were very poor.,guilty
7303,When I had a good result in the certificate examination.,joy
7304,When I was walking along a road alone on my way to go shopping.,fear
7305,"In the student's union there was someone who took the photocopies á of two large volumes.  I asked him to let me take a few, he refused á it for an acceptable reason. ",anger
7306,When another person's mother died.,sadness
7307,I greeted a friend and he did not respond.,digust
7308,"In an examination ,which other students found easy I could hardly á think and did not know what to answer.",shame
7309,"I cut a friend's hair in anger, without any consideration.",guilty
7310,Yesterday my friend gave me a gift and had dinner with me.,joy
7311,Once while walking along a hill; I fell down out of carelessness á and I broke my left arm.,fear
7312,"Last week, my organization summoned an executive meeting and one á of the executive member's pointed out a loop hole in the á committee's administration.  He could not suggest any á improvements, so I quarrelled with him.",anger
7313,The death of my father.,sadness
7314,"I was sitting in the bus and a man with a very unpleasant á smell came and sat next to me, to top it all he smoked á continously.",digust
7315,When I was in the canteen of the United college I mistook a á stranger for a classmate as I was not wearing my glasses.  I á realized that I had made this mistake when I saw him again á carefully.,shame
7316,I got up late and I could not go to my lessons on time.  When I á entered the class room the stare of the teacher and my classmates á made me feel guilty.,guilty
7317,When my application for studying the masters degree was accepted. ,joy
7318,"Once at midnight, I was working alone at office and the phone á suddenly rang.",fear
7319,"When I was concentrating on my work, my friend disturbed me á continously.  I asked him to stop but in vain.",anger
7320,"I had asked the teacher to write a recommendation letter for me, á but I had not provided enough information and had run short of á time.",sadness
7321,"When I was talking to a person who is a hypocrite, I felt á disgusted at his reaction.",digust
7322,My companion admired me when I did some work voluntarily.,shame
7323,My wrong behaviour made my loved one feel sad and uneasy.,guilty
7324,"When I first heard \I like you !\"" from my boyfriend.""",joy
7325,"When I received the higher level exam results, I mistook the á grade E in mathematics for a grade F and I was shocked.",fear
7326,I had planned to study for my mid-term exams on a certain day and  á my room-mate called me to ask me to go out for a stroll.  I tried á to make an excuse so as not to go out but she refused to listen á to me and insisted that I go out with her.  I find it unnecessary  á to talk to her anymore.á ,anger
7327,Due to some reasons my boyfriend and I decided to separate.,sadness
7328,"Once when I had started to write a paper, there was a phone á call for me.  I had to go downstairs to receive it and after the á conversation I discovered that all the information had á disappeared from my mind.",digust
7329,"When the teacher asked me a question, I did not know the answer á and I just stood still for about a few minutes without saying a á word.",shame
7330,Once when I was in the cell group (religious activity) I found á that almost everyone in the group read the bible daily and I felt á guilty in my heart.,guilty
7331,When I read the newspaper that morning I found my candidature á number on the admission list of the Chinese university.  I was á satisfied and happy and the cumulative anxiety disappeared.  I á only wanted to cry out that I had succeeded.,joy
7332,Tutorial again !  A fearful feeling came to me when I sat on the á chair and looked at my fellow students all around.  I was really á scared that they would ask me some questions or challenge the á ideas that I had presented.,fear
7333,"The trick was really intolerable.  They hid it, and I was worried á and restless all day.  When I saw them I really wanted to slap á each one of them.",anger
7334,"A and I were walking along the new Asia stairway to the Chung Chi á college for our lecture and I saw him with her.  He put one arm á around her shoulder and laugher brightly and joyfully.  I did not á dare and did not want to look, just walked by them quickly.  The á interest of talking to A disappeared and I just wanted to remain á silent.  But I did not want A to know and so I left him and went á to F.  I should have expected this to happen.",sadness
7335,Knowing that I had to do the survey with him I felt very á reluctant.  Although I do not know him I feel disgusted by just á looking at him.  Thinking that the project lasted several days I á regreted having joined that project.,digust
7336,During the lesson the teacher called me and asked me if I had á reported that I was late.  I pretended that I had but looking at á her eyes I knew that she knew that I was lying.  I thought that á it was really bad luck that she had examined the list of the á students who were late.,shame
7337,"That evening when I opened the songbook while I was singing the á song \Those were the days\"" that guilt feeling became stronger.  á",guilty
7338,When I learnt that I could do further studies at the Chinese á university.,joy
7339,My best frieend left school recently.  The next day the weather á turned bad suddenly and the male class-mates turned off the á lights.  I remained on the table and was scared.,fear
7340,I was scolded by my mother for no reason.,anger
7341,When I learnt that I had been betrayed by my friend.,sadness
7342,"When I dined with my new friends, one of them kept reminding us á that he was superior.",digust
7343,While dining with some accquaintances I was asked something á which I should have known but I did not know.,shame
7344,My friend came to the concert for my sake as it was me who had á organized it and the concert was unsuccessful.,guilty
7345,I was accepted by the Chinese university.,joy
7346,Waiting for the results of the High level examination.  I was á afraid of not being accepted.,fear
7347,I had a date with a friend to see a movie and my friend was late. á  I waited for a long hour and was very angry.,anger
7348,The quarrel between my  parents.,sadness
7349,During the Chinese lessons a student often showed off. Moreover á he misbehaved and dressed very badly.  So disgusting !,digust
7350,I saw a bag on the street and just then a stranger passed by.  I á picked up the bag immediately and gave it to the stranger as I á thought that it belonged to him.  But it was not his bag and I á felt ashamed.,shame
7351,I refused to lend my homework to a friend.,guilty
7352,[ No response.],joy
7353,"Once, before I had learnt to swim, I stepped on a slippery slope á where there was a lot of moss and I slipped into the water.  The á water was very deep and I could not stand on my feet.  I sank á and had to use a lot of energy.",fear
7354,[ No response.],anger
7355,[ No response.],sadness
7356,"One day when I was sitting in a not very crowded bus, a middle  á aged woman was standing beside me.  The person sitting next to me á got up to get off and this woman pushed me and occupied the seat. á  Then she took off her shoes and put her feet on the seat.",digust
7357,[ No response.],shame
7358,[ No response.],joy
7359,When I saw a horrible movie - Alien.,fear
7360,[ No response.],anger
7361,"In 1983, my results at the university entrance exam were very á poor - far from what I had expected.   I thought that I would not á be accepted at the university.",sadness
7362,"I am disgusted by people who spoil their identity because of á misbehaviour.  This morning when I was in a crowded bus, I found á a seat on which a university student was sitting on one side and á he had put his bag and files next to him.  There was very little á space left and I sat down while he kept on reading.  Even when I á leaned on him he did not put his bag away.  He did not respond and á I felt very angry.",digust
7363,During a lecture six students (including me) were asked to leave á the class as we had not prepared for the lesson.  I felt ashamed á and angry.,shame
7364,One evening I went fishing with some friends but we could not á fish as a fisherman had already put his net there.  We pulled á out the net to find only crabs in it so we threw the net away.  á The net was large and may have cost $1000.  The fisherman used á the net to earn a living and we had had thrown it.,guilty
7365,"I had a very close friend who went to Canada after her F.B, his  á departure was unavoidable.  When he came back during the Summer á holidays I was very happy as nothing had changed between us.",joy
7366,"The day before the university results came out I was both excited á and scared.  If I failed I did not know what I would do as I did á not want to work, my family was ambivalent.",fear
7367,Before the certificate examination I was very poor in Biology á (the worst result in my class).  Ever since F.5 it had been á getting poorer and poorer.  I had tried my best and had spent á most of my time studying this subject.  Finally my results were á so bad that I thought that it was just not fair.,anger
7368,My cat died from an illness.  It had been with us for 7 years.  á It was a lovely cat.  It had been ill for one or two weeks and á the veterinary surgeon had told us that it was dying.,sadness
7369,In secondary school I had a class-mate who talked too much.   á Once we went to the cinema after school and she sat next to me and á commented the movie throughout  - very disgusting.,digust
7370,Our teacher had invited us to lunch and once at the canteen we á started introducing ourselves.  Two of the boys showed a lot of á interest in knowing personal details and then they started á talking about some activities held in the college.  I had little á interest in those activities so I talked to another student á sitting next to me as I was afraid that they would ask me á questions on those activities.,shame
7371,My younger sister wanted to take classes to learn a musical á instrument.  One Saturday morning my mother asked me to go with        á her for the registration.  I did not want to go  so I said that á there might be many bad people at the club.  As a resullt my á sister was scolded by my mother.,guilty
7372,When I could study at university.,joy
7373,When I forgot the lines of the play during an orientation camp.,fear
7374,Before the department meeting my friend ate a dish that I had á prepared for this meeting.,anger
7375,"I had a very short term romance during the summer vacations.  When á we first met I felt excited but I wanted to avoid him after we had met á a few times and so I proposed that we stay apart, I felt very á sad then.",sadness
7376,I felt disgusted on seeing my boyfriend after our separation.  á One day he was begging at the mass transit railway station and at á that moment I hated him.,digust
7377,Acting in a play at the orientation camp made me feel timid.,shame
7378,I made my boyfriend so unhappy and depressed that I feel guilty.,guilty
7379,"My friend had organized a birthday party for me secretly, I was á very happy not so much for the presents but because they seemed á to care for me.",joy
7380,My 80 year old grandfather underwent three successive operations á during a single year.  The third operation was risky and I was á scared that he would die and feared that my grandmother would be á very sad.,fear
7381,My elder brother often criticizes my mother's cooking.  Once he á did it very impolitely and lost his temper.  This made all of us á very sad.  I was very angry and I scolded him.  He asked me not á to interfere with what was his buisness.,anger
7382,"When my grandfather died I was extremely sad.  However my family á members did not have any special feelings, they said that he was á already 80 years old.",sadness
7383,"I was an instructior in a youth organization.  Whenever we, the á instructors would have a meeting the advisor would be present.  á He did not understand our worknig conditions but talked a lot á and had a lot of outdated ideas.  Whenever we disagreed with him á he was very discontent and said that we had a prejudice against á him.  Why did he have to treat us as his subordinates ?",digust
7384,When we received  our academic result I learnt that my  results á were bad as I had not done my best.  The results of my á accquaintances were good and when they asked me about my results á I really did not want to answer.,shame
7385,"When I was fighting with my elder brother I unintentionally hurt   á him in the eye with a wooden bar.  I felt guilty and feared that á he would be blind, fortunately he recovered after 15 days.",guilty
7386,I finished my homework; an important task.,joy
7387,Fear of the turn that the examination paper would take as I á lacked confidence.,fear
7388,"Mr C took my drawing pens, without having asked for my permission á first, and lost them.  He did not tell me about it till I asked á him and then did not try to find them.",anger
7389,"When I learnt that I had to repeat the first year, I found the á solution immediately but was blocked by many difficulties.",sadness
7390,My girlfriend lost her temper without any reason and she did not á consider or respect my feelings.,digust
7391,After I had given the wrong answer to my students they pointed á it out to me and I had to correct myself.,shame
7392,I prayed unfaithfully.,guilty
7393,I am happpy when I get good results in the field of academics or á athletics.  ,joy
7394,"One day a fierce looking man came to our house  and said that my á father should apologize to him, however I was alone at home.",fear
7395,My cassmate laughed at me when I was being scolded by the á teacher.,anger
7396,I knew a girl so lovely that everyone would like her.  But she á refused to accept my Christmas present and I tried to forget á her.,sadness
7397,"I hate the behaviour of my so called friends, they use bad á language, spit, boast and treat the youngsters badly.",digust
7398,When I was young my mother told the neighbour that I had wet the á bed.  I felt ashamed thinking that the neighbour's children would á get to know about it.,shame
7399,One day while we were strolling along the road one of my á friends suggested that we go and watch a blue film.  I was á curious so I went along but I felt quite guilty later.,guilty
7400,"The day the results of the university entrance exam was á published, I found my canditate number and I was very excited.",joy
7401,"One night we were having a barbecue on the beach and I needed to á go to my car, which was far away from the beach.  It was very á dark as there were no street lamps.  I ran in the dark, very á scared, I ran as fast as possible.",fear
7402,[ No response.],anger
7403,I separated with the one I liked most.  She refused all my dates á and told me that she had dated another one.  My heart seemed to á cease beating.  I was silent for some time and then I whispered á goodbye and left without turning back.,sadness
7404,"When I was a teacher in an evening school, a girl raised a lot of á questions and expressed her opinions.  She, very often, took a á stand which was different from mine and she thought that it á was better than mine.  Her opinions were helpful academically, but  á she did not take into consideration my position in public.  Also á she seemed to be very talkative and so she disgusted me.",digust
7405,I had lunch in a restaurant with a friend and I paid the bill.  á The change was that of a two dollar and a ten cent coin.  As I á was talking with my friend I took the two dollar coin and forgot á to leave a tip.,shame
7406,"I was cold to my sister without meaning it, just because I was á upset and frustated.",guilty
7407,When I learnt that I had been admitted to the university.,joy
7408,After the interview for admission to the university and before á the admission list was disclosed.  I was scared that I would not á be admitted and my fear lasted for quite some time.  My fear á disappeared only after the list was disclosed.,fear
7409,"When I was studying in the library - preparing for a test, two á people sitting next to me talked to each other for 20 minutes.  á There were no other seats so I could not go elsewhere and I did   á not want to interrupt them, so I could only be angry in my heart.",anger
7410,"I had been separated from my girlfriend for about a year.  On her á birthday I put a present in her mailbox.  I had spent two days á choosing a suitable present for her.  I waited for a few days and á there was no reply from her; at last I received a thank-you card á in my mailbox.  On the card there was only my name, the words thank-you  á and her signature.  I was very sad then.",sadness
7411,"When I was travelling to school by bus, I went past a place á where a sewer had been repaired.  There was a bad strong smell á which suffocated me and I wanted to leave the place immediately.",digust
7412,I received the results of the test paper of my major subject and á I found that my result was not as good as a classmate who had á recently changed his major subject.    I felt very ashamed.,shame
7413,I had promised myself that I would do one good deed every day.  á One night I saw a beggar whose muscles had been atrophyed.  I á walked passed him thinking that he was feigning.  Later I á realized that he had not been pretending and I had a feeling of á guilt as I had not kept my promise.,guilty
7414,"Talkiing about the past happy hours with two friends at night in á a camp a few months ago.  We shared our feelings, notions and á every hidden anxiety.  I thought that they cared for me and I á was very happy and satified.",joy
7415,I remember that my form 2 teacher was very fierce and dogmatic.  á My feet would tremble whenever I saw her but I had to face the fact that á I had to go for her class. ,fear
7416,"One night I could not practise my violin as my family was á watching T.V with the lights off, so I wanted to listen to some á tapes.  It was dark so I asked my brother to bring me a torch, á however he scolded me.  I was so angry that I slammed my violin á on the floor.",anger
7417,"My mother suffers from a mental illness.  One night she was not á feeling well and was sent to the hospital.  I was scared that á she would die, and all night I was very sad and did not dare to á close my eyes.",sadness
7418,At the crowded conditions of living.  I always quarrel with my á elder brother as he puts the T.V volume at a deafening level and á I can not practise my piano lessons.  Thus I feel that my home is á disgusting.,digust
7419,I lost my temper at my mother while she was teaching me.  I felt á ashamed and sorry at having hurt my loving mother.,shame
7420,I felt guilty at not having practised the piano.  I waste my á teacher's time and guidance.,guilty
7421,I watched a football match with my old friend.  The performance á of the team was very good and the team members were full of á spirit.  The match was excellent and every time a goal was scored á I felt excited.,joy
7422,"When I got the midterm exam results, the results were below á average and were near the lowest.  I was scared of the final á exam.",fear
7423,"When I came back to my hostel, my bed was full of newspapers and á dirty clothes.  My room-mate asked me to wash the clothes for him á as he had no time (this was his responsibility).  The food we á shared had been eaten up by him (I ate little).",anger
7424,"My sister was impolite to my father when the family was having á lunch together at a restaurant.  She thought that our parents had á been prejudiced against her, this was an extreme thought.",sadness
7425,When I was giving private tutorials to my student; he would not á concentrate and was lazy.  He had not done the home work that I  á had assigned and his academic level was very low.  It was a á nuisance.,digust
7426,During a meeting I said something wrong and the others laughed at á me.,shame
7427,"I entered the hostel this year.  My mother was ill and could not á move and needed people to look after her.  Every week I left home á to go back to school, I felt guilty.",guilty
7428,I received a letter from a friend whom I was missing,joy
7429,I feared that I would not be able to hand in the book-report on á time as I had started working very late.  The book was difficult á to read and my teacher did not accept my work as it was handed in á late.,fear
7430,My classmate always borrowed my notes and would not return it to á me on time.  When I had a test she was selfish and irresponsible á and so delayed my studies.,anger
7431,When I found that my coldness had hurt somebody's sincerity.,sadness
7432,When I was studying and someone disturbed me.,digust
7433,My teacher said that being university studets we did not have á any self-initiative or self-control.,shame
7434,I took french leave to do my homework.,guilty
7435,I realized that a fellow member had grown spiritually.  I was the á leader of a spiritual group and had prayed for him.  He did not á want to burn the incense but his mother forced him to do it.  á Finally his mother told him that he could discontinue if he got á good results at school.,joy
7436,Looking for the toilet in a dark place.,fear
7437,"I gave tutorial to a student and I found that he was lazy, he did á not pay attention to what I taught.  He did some easy questions á wrong deliberately.",anger
7438,I saw a lot of starving people in a T.V news report.,sadness
7439,"Our neighbour came and gossiped, about others, with my parents.",digust
7440,"I promised a friend that I would return a book to it's owner for á him , but I forgot to do it.",shame
7441,Saw a blue film in a cinema.,guilty
7442,"When I saw the certificate results, I did not feel very happy as I á did not realize that I had got all the credits until my á classmates pointed it out to me.  My parents and my relatives á praised me and I realized that my results were good i.e 2A, 5B, á 2C.  I felt satisfied with the results and was happy.",joy
7443,An hour before receiving the certificate results I was very á frightened.  When I saw others crying I felt very tense and as á time went by my fear grew.,fear
7444,"My classmate used her personal relations to get a seat for a á subject that I wanted also.  I had taken the pains to help him á apply and I did not get selected.  I did not like this as he had á not told me the facts earlier, he need not have lied to me.",anger
7445,"When my mother went through an operation, it was not very serious á but I was sad and could not sleep before the operation.",sadness
7446,"During a recent meeting, Mr. A showed his excitement and á overindulged in the notes delivered.  Though his curiosity could á not be blamed, his way of accquiring knowledge was an extreme á behaviour e.g he always tried to know what I was reading and á gained everything he could.",digust
7447,"When I was doing my homework at home, some relatives came and á advised me to help my mother do the house-work.",shame
7448,While quarreling with my brother I broke the glass door of the á cupboard and a china doll.  We were scolded by my father for á breaking the door but we did not tell him about the door.,guilty
7449,When I was admitted to the Chinese universiity.,joy
7450,An inter-college basket-ball match.,fear
7451,Something was stolen.,anger
7452,When I learnt that my close friend was going to immigrate.,sadness
7453,When the summer holiday job was almost over.,digust
7454,During a meeting.,shame
7455,Failed to keep an appointment.,guilty
7456,When I told my girlfriend a joke openly and frankly.,joy
7457,Once while crossing a road I was overcome with fear.,fear
7458,My intimate girlfriend told me that her father was opposed to our á relationship  and had insulted my integrity.,anger
7459,When my studies are too demanding and I cannot cope with it.,sadness
7460,The behaviour of people spitting everywhere.,digust
7461,I could not finish my homework on time.,shame
7462,After masturbation.,guilty
7463,When I finished the work that I had planned to do - my homework.,joy
7464,I was not prepared for the exam but I wanted to sleep the night á before the exam.,fear
7465,Someone played a trick on me.,anger
7466,When the thing that made my friends and relatives sad happened to á them.,sadness
7467,It was a narrow and dirty passage which was located near the á market and I had to stand there to wait for people.,digust
7468,"I had something wrong, saying wrong things and being impolite to á someone, and this had embarrassed the this person.  And I á still meet the person.",shame
7469,I said something which was against my conscience.,guilty
7470,Several good friends made me a surprise visit and this made me á happy.  They are my closest friends and we had not seen each á other for a long time.,joy
7471,The hero was chased by a terrible vampire in a suspense and á horror film shown on T.V.,fear
7472,"I worked with several classmates on a project.  I was very á anxious about the project while my partners showed no concern  á and when we had meetings on the project my classmates  did not á pay any attention.  Some of them read books while the others á argued on irrelevant questions.  The meeting would go on for two á hours without the main theme being discussed.  We wasted time and á could not reach a compromise.  My classmates avoided doing the á work and the responsibilities, they seemed to value other á projects more than this one.",anger
7473,One of my good friends had to migrate to America.  Our friendship á had developed quite well and it was a pity as our friendship would á fade.,sadness
7474,"In a study group, a person always liked to argue on some á unimportant, irrelevant and minor points.  He tried to persuade    á others in an unfriendly way.  He was obstinate and would not accept  á other's point of view.",digust
7475,Once my presentation was the worst among my classmates as I had á not prepared it well and had not seen it as important.  My á presentation was so confused that it clearly showed my poor á preparation.,shame
7476,I joked with an unfamiliar friend in an obstinate tone.  I was á afraid of his misunderstanding me and being hurt and angry at me. á  I felt sorry over my conduct and thought that I had to find an á opportunity to apologize.,guilty
7477,"I remember my religious experience.  During  a gospel camp, a few á friends of mine decided to believe in God.  The joy that I felt á at that time was more than words can express.  I blessed them and á praised God in my heart.",joy
7478,"My friend and I had offended our classmate unintenionally.  We á wanted to apologize to her so we decided to visit her.  We knew that she á was stubborn so we were frightened.  When we rang her door bell, á our fear was at it's climax",fear
7479,My girlfriend disliked it when I played majong (a game of gambling).  á I expressed my regrets and when I went to see her she neglected my á existance.  I was very angry and left in displeasure.,anger
7480,"When I said good-bye to my girlfriend.  I had spent two years on á developing this relationship and it was unsuccessful, I felt very á sad.",sadness
7481,"My classmate got a \B\"" for his homework while I only got a \""C\"".  á",digust
7482,"Once in primary five, I had forgotten to take a book to class and á the teacher punished me by asking me to stand at the back of the á class.  I thought about the way my mother would react if she saw á me being punished.  My mother was very good to me and though she á did not see me punished, I felt sorry for her.",shame
7483,I had fixed a meeting with my classmates and I missed it as I was á tired.  Besides everyone at the meeting was a stranger to me and á I did not want to make friends with them.  Whatever the reasons - I  á felt guilty.,guilty
7484,I learnt from the newspaper that I had been accepted at the á Chinese university of H.K.  It was 7 o'clock in the morning.  á Later I told my family and relatives about it and had tea with á them very joyfully.,joy
7485,"I was camping in an old broken hut which had no lights.  I had á brought along a lamp which was not working very well.  The door á made strange sounds and I was sure that strange things were á happening.  The most terrifying bit was that there were many á wardrobes in the hut and everytime that I looked in the glass of á the wardrobe I felt that there were \objects\"" behind me.   The á",fear
7486,"During a football match, the other team was rude and they hurt my á team members and me.  The coach was prejudiced against us and á punished us unreasonably.  Later we fought with each other and á the match had to be cut short.",anger
7487,I heard of the death of a closefriend of mine.  I had gone camping        á with him shortly before his death and the whole thing seemed very  á sudden to me. ,sadness
7488,A  group of youngsters dressed in fads talked foul language on a á bus.  They also insulted the  pedestrians on the road and were á impolite to the passengers of the bus.,digust
7489,In a Christian gathering's lucky draw I mistook a girl's name for á mine (a boy's name).  I realized my mistake only when I went up á to the stage for the prize.  I did not know what to do as á everyone was looking at me.  I blushed and went back to my seat.,shame
7490,While playing basketball I broke a team member's spectacles.  His á face was injured by the  pieces of glass.  It was not serious but á I felt guilty and blamed myself for being too careless and á vigorous in my game.,guilty
7491,"After a busy day I went back to my hostel.  I closed the door and á had a drink, then I read my favourite book on the bed.  Suddenly á I felt peace and joy.",joy
7492,"When I went home and there was nobody, I waited till 2 A.M and      á still nobody.  I was suddenly scared and anxious as this had never á happened before.  In addition my mother was very weak and I á feared that she had met with an accident.  Therefore I was anxious  á all night.",fear
7493,Yesterday I read in the newspaper that a 30 year old woman had á abused her 2 month old son and had caused his death.  I was very á angry after reading this as this is not a human act and to abuse á so fragile a life is not a forgivable sin.,anger
7494,"I had a schoolmate who went to the hospital as her brain was á bleeding.  She fell unconscious for three days and when I went á to see her I saw the miserable state the family was in.  Moreover á I could not do nothing for her.  I was very sad.  Finally, she á died.",sadness
7495,A tiresome person held me up all day long.  I was very busy then á (I can not remember what the problem was).  He continously tried á to make me talk to him and disturbed me.,digust
7496,"One day, when I was sitting on the bus, there was an old woman á standing beside me.  I was very tired and sleepy and did not á think of giving her my seat.  A 50 year old woman who was sitting á beside me got up and gave her seat to the old woman and said,  á \ Old woman, please take my seat, the youngstters these days are á",shame
7497,"After an exam I was in a very bad mood as I had done it very       á badly.  At home, my mother took so long to ask me how things had  á gone that I lost my temper.  I overreacted and made my mother cry. á She still prepared lunch for me and did not scold me .  Suddenly, á I thought that it was my fault and I started crying.  á ",guilty
7498,"I was appreciated by others, especially my family members and my á friends.",joy
7499,"Whenever I am alone in a dark room, walk alone on the street, á sleep alone in the room at night or see something which is only á partly visible.  This emotion was very strong when as an 8 year   á old child I saw something horrible.  ",fear
7500,"[ Whenever I put myself in other's shoes and try to make the á person happy, comfort him or make friends and I am misunderstood á and rejected, especially when this person is a family member or a friend.]",anger
7501,There was a conflict of interest between me and a close friend of á mine.  He only thought about his own interest and not about our á friendship.  This behaviour hurt his friends.  Another incident á is when a friend isolated himself without giving any reasons.,sadness
7502,When I saw a lot of rubbish and animal waste on the floor.,digust
